,tmk,em49
2010-11-05 13:13:17.965,11.0693,0.0799
2010-11-05 13:13:20.015,11.0616,0.0807
2010-11-05 13:13:22.061,11.0647,0.0812
2010-11-05 13:13:24.108,11.1835,0.0806
2010-11-05 13:13:26.158,11.2115,0.0816
2010-11-05 13:13:28.205,11.1455,0.0826
2010-11-05 13:13:30.255,11.1585,0.0829
2010-11-05 13:13:32.301,11.1946,0.0831
2010-11-05 13:13:34.348,11.2195,0.0836
2010-11-05 13:13:36.398,11.1781,0.0846
2010-11-05 13:13:38.445,11.1803,0.0851
2010-11-05 13:13:40.495,11.2271,0.0856
2010-11-05 13:13:42.541,11.2610,0.0858
2010-11-05 13:13:44.588,11.3682,0.0858
2010-11-05 13:13:46.638,11.4306,0.0858
2010-11-05 13:13:48.685,11.5019,0.0861
2010-11-05 13:13:50.735,11.4525,0.0873
2010-11-05 13:13:52.781,11.4825,0.0876
2010-11-05 13:13:54.828,11.4140,0.0889
2010-11-05 13:13:56.878,11.4050,0.0896
2010-11-05 13:13:58.925,11.4159,0.0904
2010-11-05 13:14:00.975,11.3882,0.0916
2010-11-05 13:14:03.021,11.4177,0.0919
2010-11-05 13:14:05.068,11.3137,0.0937
2010-11-05 13:14:07.115,11.3821,0.0939
2010-11-05 13:14:09.165,11.3934,0.0952
2010-11-05 13:14:11.211,11.4407,0.0959
2010-11-05 13:14:13.261,11.4954,0.0965
2010-11-05 13:14:15.308,11.5398,0.0968
2010-11-05 13:14:17.355,11.5572,0.0973
2010-11-05 13:14:19.405,11.5309,0.0980
2010-11-05 13:14:21.451,11.5482,0.0985
2010-11-05 13:14:23.501,11.5821,0.0991
2010-11-05 13:14:25.548,11.5647,0.1001
2010-11-05 13:14:27.595,11.5138,0.1010
2010-11-05 13:14:29.645,11.5561,0.1008
2010-11-05 13:14:31.691,11.5391,0.1018
2010-11-05 13:14:33.741,11.4973,0.1031
2010-11-05 13:14:35.788,11.4642,0.1041
2010-11-05 13:14:37.835,11.4894,0.1043
2010-11-05 13:14:39.885,11.5061,0.1053
2010-11-05 13:14:41.931,11.4654,0.1061
2010-11-05 13:14:43.981,11.4496,0.1071
2010-11-05 13:14:46.028,11.4092,0.1078
2010-11-05 13:14:48.075,11.4500,0.1076
2010-11-05 13:14:50.125,11.4824,0.1076
2010-11-05 13:14:52.171,11.4907,0.1084
2010-11-05 13:14:54.221,11.5382,0.1084
2010-11-05 13:14:56.268,11.5225,0.1094
2010-11-05 13:14:58.315,11.5225,0.1104
2010-11-05 13:15:00.365,11.5687,0.1105
2010-11-05 13:15:02.411,11.5836,0.1110
2010-11-05 13:15:04.461,11.5529,0.1125
2010-11-05 13:15:06.508,11.5451,0.1137
2010-11-05 13:15:08.555,11.5598,0.1143
2010-11-05 13:15:10.605,11.5741,0.1153
2010-11-05 13:15:12.651,11.5666,0.1160
2010-11-05 13:15:14.698,11.5952,0.1166
2010-11-05 13:15:16.748,11.5949,0.1171
2010-11-05 13:15:18.795,11.6084,0.1181
2010-11-05 13:15:20.845,11.5727,0.1188
2010-11-05 13:15:22.891,11.5440,0.1203
2010-11-05 13:15:24.938,11.5648,0.1211
2010-11-05 13:15:26.988,11.6472,0.1212
2010-11-05 13:15:29.035,11.5917,0.1227
2010-11-05 13:15:31.085,11.5707,0.1239
2010-11-05 13:15:33.131,11.5907,0.1247
2010-11-05 13:15:35.178,11.5296,0.1264
2010-11-05 13:15:37.228,11.5229,0.1276
2010-11-05 13:15:39.275,11.5162,0.1289
2010-11-05 13:15:41.325,11.5688,0.1295
2010-11-05 13:15:43.371,11.6135,0.1303
2010-11-05 13:15:45.418,11.6254,0.1313
2010-11-05 13:15:47.468,11.6623,0.1319
2010-11-05 13:15:49.515,11.6239,0.1333
2010-11-05 13:15:51.565,11.6354,0.1344
2010-11-05 13:15:53.611,11.6588,0.1354
2010-11-05 13:15:55.658,11.7004,0.1358
2010-11-05 13:15:57.708,11.6806,0.1375
2010-11-05 13:15:59.755,11.6845,0.1393
2010-11-05 13:16:01.805,11.7238,0.1401
2010-11-05 13:16:03.851,11.6757,0.1421
2010-11-05 13:16:05.898,11.6860,0.1431
2010-11-05 13:16:07.948,11.7236,0.1445
2010-11-05 13:16:09.995,11.7608,0.1453
2010-11-05 13:16:12.045,11.8347,0.1460
2010-11-05 13:16:14.091,11.8155,0.1478
2010-11-05 13:16:16.138,11.8503,0.1486
2010-11-05 13:16:18.188,11.8211,0.1503
2010-11-05 13:16:20.235,11.8350,0.1511
2010-11-05 13:16:22.285,11.8809,0.1510
2010-11-05 13:16:24.331,11.8732,0.1523
2010-11-05 13:16:26.378,11.8951,0.1536
2010-11-05 13:16:28.428,11.9079,0.1544
2010-11-05 13:16:30.475,11.9098,0.1557
2010-11-05 13:16:32.525,11.9265,0.1568
2010-11-05 13:16:34.571,11.9430,0.1579
2010-11-05 13:16:36.618,11.9246,0.1596
2010-11-05 13:16:38.668,11.9513,0.1602
2010-11-05 13:16:40.715,11.9657,0.1618
2010-11-05 13:16:42.765,11.9245,0.1637
2010-11-05 13:16:44.811,11.9120,0.1652
2010-11-05 13:16:46.858,11.8997,0.1666
2010-11-05 13:16:48.905,11.8835,0.1678
2010-11-05 13:16:50.955,11.8944,0.1692
2010-11-05 13:16:53.001,11.8962,0.1704
2010-11-05 13:16:55.051,11.8882,0.1722
2010-11-05 13:16:57.098,11.9123,0.1733
2010-11-05 13:16:59.145,11.9043,0.1751
2010-11-05 13:17:01.195,11.9012,0.1766
2010-11-05 13:17:03.241,11.9077,0.1776
2010-11-05 13:17:05.291,11.9056,0.1786
2010-11-05 13:17:07.338,11.8906,0.1798
2010-11-05 13:17:09.385,11.8803,0.1808
2010-11-05 13:17:11.435,11.9043,0.1814
2010-11-05 13:17:13.481,11.8683,0.1828
2010-11-05 13:17:15.531,11.8710,0.1836
2010-11-05 13:17:17.578,11.8490,0.1843
2010-11-05 13:17:19.625,11.8684,0.1851
2010-11-05 13:17:21.675,11.8412,0.1865
2010-11-05 13:17:23.721,11.8104,0.1877
2010-11-05 13:17:25.771,11.7797,0.1888
2010-11-05 13:17:27.818,11.7446,0.1902
2010-11-05 13:17:29.865,11.7650,0.1905
2010-11-05 13:17:31.915,11.7473,0.1915
2010-11-05 13:17:33.961,11.7336,0.1927
2010-11-05 13:17:36.011,11.7160,0.1937
2010-11-05 13:17:38.058,11.7068,0.1947
2010-11-05 13:17:40.105,11.7020,0.1954
2010-11-05 13:17:42.155,11.6804,0.1966
2010-11-05 13:17:44.201,11.6423,0.1978
2010-11-05 13:17:46.251,11.6463,0.1981
2010-11-05 13:17:48.298,11.6209,0.1990
2010-11-05 13:17:50.345,11.6038,0.2000
2010-11-05 13:17:52.395,11.6036,0.2005
2010-11-05 13:17:54.441,11.5866,0.2015
2010-11-05 13:17:56.488,11.5740,0.2022
2010-11-05 13:17:58.538,11.5530,0.2029
2010-11-05 13:18:00.585,11.5111,0.2049
2010-11-05 13:18:02.635,11.5195,0.2049
2010-11-05 13:18:04.681,11.4904,0.2066
2010-11-05 13:18:06.728,11.5278,0.2064
2010-11-05 13:18:08.778,11.4657,0.2086
2010-11-05 13:18:10.825,11.4491,0.2091
2010-11-05 13:18:12.875,11.4366,0.2094
2010-11-05 13:18:14.921,11.4077,0.2106
2010-11-05 13:18:16.968,11.3910,0.2111
2010-11-05 13:18:19.018,11.3492,0.2121
2010-11-05 13:18:21.065,11.3707,0.2124
2010-11-05 13:18:23.115,11.3455,0.2129
2010-11-05 13:18:25.161,11.3666,0.2126
2010-11-05 13:18:27.208,11.3087,0.2147
2010-11-05 13:18:29.258,11.3092,0.2152
2010-11-05 13:18:31.305,11.2892,0.2165
2010-11-05 13:18:33.355,11.2686,0.2173
2010-11-05 13:18:35.401,11.2314,0.2186
2010-11-05 13:18:37.448,11.2242,0.2196
2010-11-05 13:18:39.498,11.2037,0.2204
2010-11-05 13:18:41.545,11.2044,0.2209
2010-11-05 13:18:43.595,11.2256,0.2206
2010-11-05 13:18:45.641,11.2224,0.2214
2010-11-05 13:18:47.688,11.2153,0.2224
2010-11-05 13:18:49.738,11.1997,0.2234
2010-11-05 13:18:51.785,11.2129,0.2237
2010-11-05 13:18:53.835,11.2013,0.2245
2010-11-05 13:18:55.881,11.1781,0.2260
2010-11-05 13:18:57.928,11.2243,0.2257
2010-11-05 13:18:59.975,11.2135,0.2270
2010-11-05 13:19:02.025,11.2150,0.2280
2010-11-05 13:19:04.071,11.2361,0.2282
2010-11-05 13:19:06.121,11.2134,0.2298
2010-11-05 13:19:08.168,11.2141,0.2303
2010-11-05 13:19:10.215,11.2223,0.2302
2010-11-05 13:19:12.265,11.2193,0.2310
2010-11-05 13:19:14.311,11.2214,0.2325
2010-11-05 13:19:16.361,11.2458,0.2325
2010-11-05 13:19:18.408,11.2197,0.2343
2010-11-05 13:19:20.455,11.2446,0.2348
2010-11-05 13:19:22.505,11.2225,0.2363
2010-11-05 13:19:24.551,11.2349,0.2366
2010-11-05 13:19:26.601,11.2282,0.2376
2010-11-05 13:19:28.648,11.2129,0.2381
2010-11-05 13:19:30.695,11.2020,0.2389
2010-11-05 13:19:32.745,11.2252,0.2383
2010-11-05 13:19:34.791,11.2302,0.2391
2010-11-05 13:19:36.841,11.2424,0.2393
2010-11-05 13:19:38.888,11.2502,0.2393
2010-11-05 13:19:40.935,11.2358,0.2404
2010-11-05 13:19:42.985,11.2478,0.2406
2010-11-05 13:19:45.031,11.2413,0.2416
2010-11-05 13:19:47.081,11.2574,0.2421
2010-11-05 13:19:49.128,11.2699,0.2428
2010-11-05 13:19:51.175,11.2934,0.2433
2010-11-05 13:19:53.225,11.2868,0.2443
2010-11-05 13:19:55.271,11.3139,0.2451
2010-11-05 13:19:57.321,11.3481,0.2458
2010-11-05 13:19:59.368,11.3705,0.2463
2010-11-05 13:20:01.415,11.3823,0.2476
2010-11-05 13:20:03.465,11.4079,0.2483
2010-11-05 13:20:05.511,11.4158,0.2499
2010-11-05 13:20:07.561,11.4406,0.2501
2010-11-05 13:20:09.608,11.4550,0.2512
2010-11-05 13:20:11.655,11.4965,0.2512
2010-11-05 13:20:13.705,11.5205,0.2525
2010-11-05 13:20:15.751,11.5273,0.2535
2010-11-05 13:20:17.801,11.5239,0.2548
2010-11-05 13:20:19.848,11.5672,0.2551
2010-11-05 13:20:21.895,11.5604,0.2561
2010-11-05 13:20:23.945,11.5834,0.2564
2010-11-05 13:20:25.991,11.5993,0.2578
2010-11-05 13:20:28.041,11.6054,0.2588
2010-11-05 13:20:30.088,11.6308,0.2594
2010-11-05 13:20:32.135,11.6526,0.2602
2010-11-05 13:20:34.185,11.6584,0.2612
2010-11-05 13:20:36.231,11.6762,0.2628
2010-11-05 13:20:38.278,11.6908,0.2641
2010-11-05 13:20:40.328,11.7081,0.2657
2010-11-05 13:20:42.375,11.7071,0.2673
2010-11-05 13:20:44.425,11.7362,0.2684
2010-11-05 13:20:46.471,11.7558,0.2698
2010-11-05 13:20:48.518,11.7483,0.2718
2010-11-05 13:20:50.568,11.8003,0.2720
2010-11-05 13:20:52.615,11.7983,0.2741
2010-11-05 13:20:54.665,11.8275,0.2760
2010-11-05 13:20:56.711,11.8340,0.2778
2010-11-05 13:20:58.758,11.8428,0.2799
2010-11-05 13:21:00.808,11.8461,0.2820
2010-11-05 13:21:02.855,11.8969,0.2826
2010-11-05 13:21:04.905,11.9071,0.2840
2010-11-05 13:21:06.951,11.9372,0.2853
2010-11-05 13:21:08.998,11.9528,0.2872
2010-11-05 13:21:11.048,11.9639,0.2885
2010-11-05 13:21:13.095,12.0064,0.2891
2010-11-05 13:21:15.145,12.0190,0.2908
2010-11-05 13:21:17.191,12.0413,0.2925
2010-11-05 13:21:19.238,12.0727,0.2944
2010-11-05 13:21:21.288,12.0903,0.2968
2010-11-05 13:21:23.335,12.1018,0.2985
2010-11-05 13:21:25.385,12.1002,0.3008
2010-11-05 13:21:27.431,12.1096,0.3022
2010-11-05 13:21:29.478,12.1409,0.3030
2010-11-05 13:21:31.528,12.1372,0.3050
2010-11-05 13:21:33.575,12.1552,0.3065
2010-11-05 13:21:35.625,12.1568,0.3081
2010-11-05 13:21:37.671,12.1781,0.3088
2010-11-05 13:21:39.718,12.1584,0.3109
2010-11-05 13:21:41.765,12.1724,0.3118
2010-11-05 13:21:43.815,12.1950,0.3129
2010-11-05 13:21:45.861,12.1997,0.3150
2010-11-05 13:21:47.911,12.2251,0.3166
2010-11-05 13:21:49.958,12.2516,0.3185
2010-11-05 13:21:52.005,12.2708,0.3205
2010-11-05 13:21:54.055,12.3081,0.3218
2010-11-05 13:21:56.101,12.3265,0.3239
2010-11-05 13:21:58.151,12.3236,0.3262
2010-11-05 13:22:00.198,12.3322,0.3279
2010-11-05 13:22:02.245,12.3600,0.3291
2010-11-05 13:22:04.295,12.3683,0.3308
2010-11-05 13:22:06.341,12.3792,0.3330
2010-11-05 13:22:08.391,12.3935,0.3345
2010-11-05 13:22:10.438,12.4063,0.3358
2010-11-05 13:22:12.485,12.3929,0.3374
2010-11-05 13:22:14.535,12.3883,0.3394
2010-11-05 13:22:16.581,12.3689,0.3411
2010-11-05 13:22:18.631,12.3887,0.3409
2010-11-05 13:22:20.678,12.3816,0.3424
2010-11-05 13:22:22.725,12.3855,0.3432
2010-11-05 13:22:24.775,12.3846,0.3445
2010-11-05 13:22:26.821,12.3959,0.3455
2010-11-05 13:22:28.871,12.3815,0.3468
2010-11-05 13:22:30.918,12.3638,0.3488
2010-11-05 13:22:32.965,12.3737,0.3495
2010-11-05 13:22:35.015,12.3861,0.3508
2010-11-05 13:22:37.061,12.3626,0.3530
2010-11-05 13:22:39.111,12.4177,0.3534
2010-11-05 13:22:41.158,12.4309,0.3549
2010-11-05 13:22:43.205,12.4590,0.3570
2010-11-05 13:22:45.255,12.4752,0.3594
2010-11-05 13:22:47.301,12.4991,0.3606
2010-11-05 13:22:49.348,12.5023,0.3630
2010-11-05 13:22:51.398,12.4965,0.3647
2010-11-05 13:22:53.445,12.4852,0.3666
2010-11-05 13:22:55.495,12.4851,0.3682
2010-11-05 13:22:57.541,12.4806,0.3686
2010-11-05 13:22:59.588,12.4649,0.3709
2010-11-05 13:23:01.638,12.4749,0.3719
2010-11-05 13:23:03.685,12.4639,0.3737
2010-11-05 13:23:05.735,12.4661,0.3759
2010-11-05 13:23:07.781,12.4661,0.3774
2010-11-05 13:23:09.828,12.4409,0.3788
2010-11-05 13:23:11.878,12.4267,0.3798
2010-11-05 13:23:13.925,12.4015,0.3811
2010-11-05 13:23:15.975,12.3874,0.3822
2010-11-05 13:23:18.021,12.3975,0.3831
2010-11-05 13:23:20.068,12.3900,0.3843
2010-11-05 13:23:22.118,12.3946,0.3854
2010-11-05 13:23:24.165,12.3938,0.3867
2010-11-05 13:23:26.215,12.4157,0.3876
2010-11-05 13:23:28.261,12.4127,0.3899
2010-11-05 13:23:30.308,12.4247,0.3914
2010-11-05 13:23:32.358,12.4092,0.3950
2010-11-05 13:23:34.405,12.4410,0.3957
2010-11-05 13:23:36.455,12.4349,0.3987
2010-11-05 13:23:38.501,12.4257,0.4008
2010-11-05 13:23:40.548,12.4280,0.4029
2010-11-05 13:23:42.598,12.4179,0.4048
2010-11-05 13:23:44.645,12.3986,0.4073
2010-11-05 13:23:46.695,12.3897,0.4094
2010-11-05 13:23:48.741,12.3991,0.4104
2010-11-05 13:23:50.788,12.3863,0.4130
2010-11-05 13:23:52.835,12.3967,0.4142
2010-11-05 13:23:54.885,12.4110,0.4151
2010-11-05 13:23:56.931,12.4215,0.4179
2010-11-05 13:23:58.981,12.4406,0.4201
2010-11-05 13:24:01.028,12.4574,0.4218
2010-11-05 13:24:03.075,12.4594,0.4239
2010-11-05 13:24:05.125,12.4682,0.4249
2010-11-05 13:24:07.171,12.4731,0.4263
2010-11-05 13:24:09.221,12.4547,0.4287
2010-11-05 13:24:11.268,12.4538,0.4300
2010-11-05 13:24:13.315,12.4510,0.4323
2010-11-05 13:24:15.365,12.4520,0.4341
2010-11-05 13:24:17.411,12.4463,0.4356
2010-11-05 13:24:19.461,12.4511,0.4370
2010-11-05 13:24:21.508,12.4710,0.4382
2010-11-05 13:24:23.555,12.4616,0.4416
2010-11-05 13:24:25.605,12.4952,0.4424
2010-11-05 13:24:27.651,12.5024,0.4447
2010-11-05 13:24:29.701,12.5178,0.4464
2010-11-05 13:24:31.748,12.4939,0.4484
2010-11-05 13:24:33.795,12.4865,0.4493
2010-11-05 13:24:35.845,12.4553,0.4506
2010-11-05 13:24:37.891,12.4498,0.4505
2010-11-05 13:24:39.941,12.4350,0.4507
2010-11-05 13:24:41.988,12.4194,0.4521
2010-11-05 13:24:44.035,12.4167,0.4528
2010-11-05 13:24:46.085,12.4186,0.4534
2010-11-05 13:24:48.131,12.4215,0.4542
2010-11-05 13:24:50.181,12.4190,0.4565
2010-11-05 13:24:52.228,12.4265,0.4588
2010-11-05 13:24:54.275,12.4457,0.4600
2010-11-05 13:24:56.325,12.4592,0.4611
2010-11-05 13:24:58.371,12.4548,0.4628
2010-11-05 13:25:00.421,12.4557,0.4647
2010-11-05 13:25:02.468,12.4575,0.4668
2010-11-05 13:25:04.515,12.4585,0.4686
2010-11-05 13:25:06.565,12.4427,0.4714
2010-11-05 13:25:08.611,12.4620,0.4729
2010-11-05 13:25:10.661,12.4569,0.4759
2010-11-05 13:25:12.708,12.4768,0.4777
2010-11-05 13:25:14.755,12.4776,0.4811
2010-11-05 13:25:16.805,12.5107,0.4827
2010-11-05 13:25:18.851,12.5096,0.4856
2010-11-05 13:25:20.901,12.4993,0.4884
2010-11-05 13:25:22.948,12.5017,0.4893
2010-11-05 13:25:24.995,12.4874,0.4907
2010-11-05 13:25:27.045,12.4757,0.4915
2010-11-05 13:25:29.091,12.4665,0.4931
2010-11-05 13:25:31.138,12.4648,0.4941
2010-11-05 13:25:33.188,12.4556,0.4956
2010-11-05 13:25:35.235,12.4506,0.4971
2010-11-05 13:25:37.285,12.4573,0.4978
2010-11-05 13:25:39.331,12.4300,0.5010
2010-11-05 13:25:41.378,12.4251,0.5024
2010-11-05 13:25:43.428,12.4128,0.5044
2010-11-05 13:25:45.475,12.4187,0.5048
2010-11-05 13:25:47.525,12.4047,0.5063
2010-11-05 13:25:49.571,12.3982,0.5072
2010-11-05 13:25:51.618,12.4034,0.5089
2010-11-05 13:25:53.668,12.4118,0.5101
2010-11-05 13:25:55.715,12.4128,0.5120
2010-11-05 13:25:57.765,12.4155,0.5144
2010-11-05 13:25:59.811,12.4140,0.5154
2010-11-05 13:26:01.858,12.4142,0.5169
2010-11-05 13:26:03.908,12.4175,0.5181
2010-11-05 13:26:05.955,12.3976,0.5204
2010-11-05 13:26:08.005,12.4073,0.5206
2010-11-05 13:26:10.051,12.4075,0.5222
2010-11-05 13:26:12.098,12.4013,0.5246
2010-11-05 13:26:14.148,12.4151,0.5263
2010-11-05 13:26:16.195,12.4115,0.5296
2010-11-05 13:26:18.245,12.4087,0.5331
2010-11-05 13:26:20.291,12.4269,0.5349
2010-11-05 13:26:22.338,12.4101,0.5381
2010-11-05 13:26:24.388,12.4017,0.5397
2010-11-05 13:26:26.435,12.3908,0.5405
2010-11-05 13:26:28.485,12.3939,0.5400
2010-11-05 13:26:30.531,12.3661,0.5424
2010-11-05 13:26:32.578,12.3578,0.5440
2010-11-05 13:26:34.628,12.3448,0.5455
2010-11-05 13:26:36.675,12.3503,0.5459
2010-11-05 13:26:38.721,12.3236,0.5486
2010-11-05 13:26:40.771,12.3184,0.5498
2010-11-05 13:26:42.818,12.3007,0.5511
2010-11-05 13:26:44.865,12.2994,0.5521
2010-11-05 13:26:46.915,12.3050,0.5525
2010-11-05 13:26:48.961,12.3038,0.5535
2010-11-05 13:26:51.011,12.2879,0.5555
2010-11-05 13:26:53.058,12.2790,0.5568
2010-11-05 13:26:55.105,12.2748,0.5583
2010-11-05 13:26:57.155,12.2668,0.5599
2010-11-05 13:26:59.201,12.2745,0.5595
2010-11-05 13:27:01.251,12.2724,0.5603
2010-11-05 13:27:03.298,12.2653,0.5622
2010-11-05 13:27:05.345,12.2526,0.5637
2010-11-05 13:27:07.395,12.2369,0.5656
2010-11-05 13:27:09.441,12.2225,0.5666
2010-11-05 13:27:11.491,12.2146,0.5682
2010-11-05 13:27:13.538,12.2146,0.5682
2010-11-05 13:27:15.585,12.1914,0.5705
2010-11-05 13:27:17.635,12.1837,0.5709
2010-11-05 13:27:19.681,12.1731,0.5717
2010-11-05 13:27:21.731,12.1576,0.5724
2010-11-05 13:27:23.778,12.1557,0.5731
2010-11-05 13:27:25.825,12.1527,0.5748
2010-11-05 13:27:27.875,12.1508,0.5755
2010-11-05 13:27:29.921,12.1334,0.5770
2010-11-05 13:27:31.971,12.1267,0.5776
2010-11-05 13:27:34.018,12.1035,0.5787
2010-11-05 13:27:36.065,12.0958,0.5790
2010-11-05 13:27:38.115,12.0968,0.5793
2010-11-05 13:27:40.161,12.0765,0.5812
2010-11-05 13:27:42.208,12.0862,0.5814
2010-11-05 13:27:44.258,12.0738,0.5830
2010-11-05 13:27:46.305,12.0767,0.5838
2010-11-05 13:27:48.355,12.0710,0.5847
2010-11-05 13:27:50.401,12.0557,0.5867
2010-11-05 13:27:52.448,12.0511,0.5879
2010-11-05 13:27:54.498,12.0435,0.5896
2010-11-05 13:27:56.545,12.0369,0.5902
2010-11-05 13:27:58.595,12.0332,0.5917
2010-11-05 13:28:00.641,12.0324,0.5927
2010-11-05 13:28:02.688,12.0240,0.5941
2010-11-05 13:28:04.738,12.0433,0.5944
2010-11-05 13:28:06.785,12.0397,0.5959
2010-11-05 13:28:08.835,12.0381,0.5979
2010-11-05 13:28:10.881,12.0468,0.5991
2010-11-05 13:28:12.928,12.0432,0.6006
2010-11-05 13:28:14.978,12.0303,0.6031
2010-11-05 13:28:17.025,12.0398,0.6033
2010-11-05 13:28:19.075,12.0373,0.6051
2010-11-05 13:28:21.121,12.0467,0.6052
2010-11-05 13:28:23.168,12.0272,0.6072
2010-11-05 13:28:25.218,12.0377,0.6076
2010-11-05 13:28:27.265,12.0351,0.6094
2010-11-05 13:28:29.315,12.0398,0.6095
2010-11-05 13:28:31.361,12.0521,0.6105
2010-11-05 13:28:33.408,12.0169,0.6129
2010-11-05 13:28:35.458,12.0057,0.6134
2010-11-05 13:28:37.505,11.9918,0.6145
2010-11-05 13:28:39.555,11.9796,0.6147
2010-11-05 13:28:41.601,11.9945,0.6140
2010-11-05 13:28:43.648,11.9854,0.6151
2010-11-05 13:28:45.698,11.9826,0.6156
2010-11-05 13:28:47.745,11.9809,0.6163
2010-11-05 13:28:49.795,11.9894,0.6162
2010-11-05 13:28:51.841,11.9782,0.6168
2010-11-05 13:28:53.888,11.9531,0.6184
2010-11-05 13:28:55.938,11.9633,0.6175
2010-11-05 13:28:57.985,11.9622,0.6173
2010-11-05 13:29:00.035,11.9510,0.6178
2010-11-05 13:29:02.081,11.9312,0.6185
2010-11-05 13:29:04.128,11.9339,0.6181
2010-11-05 13:29:06.178,11.9167,0.6183
2010-11-05 13:29:08.225,11.9102,0.6190
2010-11-05 13:29:10.275,11.9140,0.6188
2010-11-05 13:29:12.321,11.9151,0.6190
2010-11-05 13:29:14.368,11.9145,0.6200
2010-11-05 13:29:16.418,11.9090,0.6210
2010-11-05 13:29:18.465,11.9036,0.6219
2010-11-05 13:29:20.511,11.9009,0.6224
2010-11-05 13:29:22.561,11.8999,0.6221
2010-11-05 13:29:24.608,11.8977,0.6216
2010-11-05 13:29:26.655,11.8740,0.6225
2010-11-05 13:29:28.705,11.8707,0.6217
2010-11-05 13:29:30.751,11.8674,0.6209
2010-11-05 13:29:32.801,11.8419,0.6225
2010-11-05 13:29:34.848,11.8397,0.6220
2010-11-05 13:29:36.895,11.8271,0.6223
2010-11-05 13:29:38.945,11.8336,0.6217
2010-11-05 13:29:40.991,11.8286,0.6216
2010-11-05 13:29:43.041,11.8183,0.6225
2010-11-05 13:29:45.088,11.7936,0.6244
2010-11-05 13:29:47.135,11.8040,0.6236
2010-11-05 13:29:49.185,11.7848,0.6246
2010-11-05 13:29:51.231,11.7748,0.6245
2010-11-05 13:29:53.281,11.7674,0.6239
2010-11-05 13:29:55.328,11.7561,0.6235
2010-11-05 13:29:57.375,11.7472,0.6237
2010-11-05 13:29:59.425,11.7421,0.6236
2010-11-05 13:30:01.471,11.7436,0.6229
2010-11-05 13:30:03.521,11.7271,0.6224
2010-11-05 13:30:05.568,11.7244,0.6229
2010-11-05 13:30:07.615,11.6993,0.6249
2010-11-05 13:30:09.665,11.7102,0.6230
2010-11-05 13:30:11.711,11.6905,0.6241
2010-11-05 13:30:13.761,11.6932,0.6236
2010-11-05 13:30:15.808,11.6892,0.6238
2010-11-05 13:30:17.855,11.6907,0.6231
2010-11-05 13:30:19.905,11.6761,0.6242
2010-11-05 13:30:21.951,11.6774,0.6245
2010-11-05 13:30:24.001,11.6759,0.6252
2010-11-05 13:30:26.048,11.6732,0.6257
2010-11-05 13:30:28.095,11.6680,0.6257
2010-11-05 13:30:30.145,11.6588,0.6258
2010-11-05 13:30:32.191,11.6431,0.6257
2010-11-05 13:30:34.238,11.6353,0.6251
2010-11-05 13:30:36.288,11.6195,0.6250
2010-11-05 13:30:38.335,11.6022,0.6247
2010-11-05 13:30:40.385,11.5915,0.6246
2010-11-05 13:30:42.431,11.5876,0.6238
2010-11-05 13:30:44.478,11.5754,0.6245
2010-11-05 13:30:46.528,11.5755,0.6235
2010-11-05 13:30:48.575,11.5756,0.6225
2010-11-05 13:30:50.625,11.5688,0.6232
2010-11-05 13:30:52.671,11.5783,0.6230
2010-11-05 13:30:54.718,11.5823,0.6228
2010-11-05 13:30:56.768,11.5783,0.6230
2010-11-05 13:30:58.815,11.5702,0.6224
2010-11-05 13:31:00.865,11.5512,0.6228
2010-11-05 13:31:02.911,11.5444,0.6225
2010-11-05 13:31:04.958,11.5499,0.6205
2010-11-05 13:31:07.008,11.5472,0.6200
2010-11-05 13:31:09.055,11.5335,0.6205
2010-11-05 13:31:11.105,11.5197,0.6209
2010-11-05 13:31:13.151,11.5170,0.6214
2010-11-05 13:31:15.198,11.5128,0.6216
2010-11-05 13:31:17.248,11.5156,0.6211
2010-11-05 13:31:19.295,11.5142,0.6219
2010-11-05 13:31:21.345,11.5087,0.6219
2010-11-05 13:31:23.391,11.5100,0.6211
2010-11-05 13:31:25.438,11.4976,0.6218
2010-11-05 13:31:27.488,11.5073,0.6206
2010-11-05 13:31:29.535,11.4975,0.6208
2010-11-05 13:31:31.581,11.4961,0.6206
2010-11-05 13:31:33.631,11.4905,0.6195
2010-11-05 13:31:35.678,11.4891,0.6193
2010-11-05 13:31:37.725,11.5016,0.6186
2010-11-05 13:31:39.775,11.5086,0.6178
2010-11-05 13:31:41.821,11.5224,0.6164
2010-11-05 13:31:43.871,11.5016,0.6175
2010-11-05 13:31:45.918,11.5057,0.6163
2010-11-05 13:31:47.965,11.5015,0.6165
2010-11-05 13:31:50.015,11.5043,0.6160
2010-11-05 13:31:52.061,11.4945,0.6163
2010-11-05 13:31:54.111,11.5071,0.6155
2010-11-05 13:31:56.158,11.5085,0.6148
2010-11-05 13:31:58.205,11.5071,0.6145
2010-11-05 13:32:00.255,11.5029,0.6148
2010-11-05 13:32:02.301,11.5029,0.6148
2010-11-05 13:32:04.351,11.4916,0.6147
2010-11-05 13:32:06.398,11.4790,0.6154
2010-11-05 13:32:08.445,11.4761,0.6149
2010-11-05 13:32:10.495,11.4845,0.6134
2010-11-05 13:32:12.541,11.4718,0.6142
2010-11-05 13:32:14.591,11.4719,0.6152
2010-11-05 13:32:16.638,11.4733,0.6144
2010-11-05 13:32:18.685,11.4817,0.6139
2010-11-05 13:32:20.735,11.4705,0.6149
